Datetime,ID,Count,year,month,day,Hour,day_of_week,weekend
2012-08-25,11.5,3.1666666666666665,2012.0,8.0,25.0,11.5,5.0,1.0
2012-08-26,35.5,3.6666666666666665,2012.0,8.0,26.0,11.5,6.0,1.0
2012-08-27,59.5,2.5833333333333335,2012.0,8.0,27.0,11.5,0.0,0.0
2012-08-28,83.5,2.4166666666666665,2012.0,8.0,28.0,11.5,1.0,0.0
2012-08-29,107.5,2.5,2012.0,8.0,29.0,11.5,2.0,0.0
2012-08-30,131.5,3.0833333333333335,2012.0,8.0,30.0,11.5,3.0,0.0
2012-08-31,155.5,3.25,2012.0,8.0,31.0,11.5,4.0,0.0
2012-09-01,179.5,4.666666666666667,2012.0,9.0,1.0,11.5,5.0,1.0
2012-09-02,203.5,4.916666666666667,2012.0,9.0,2.0,11.5,6.0,1.0
2012-09-03,227.5,4.5,2012.0,9.0,3.0,11.5,0.0,0.0
2012-09-04,251.5,2.75,2012.0,9.0,4.0,11.5,1.0,0.0
2012-09-05,275.5,4.333333333333333,2012.0,9.0,5.0,11.5,2.0,0.0
2012-09-06,299.5,4.166666666666667,2012.0,9.0,6.0,11.5,3.0,0.0
2012-09-07,323.5,2.8333333333333335,2012.0,9.0,7.0,11.5,4.0,0.0
2012-09-08,347.5,4.166666666666667,2012.0,9.0,8.0,11.5,5.0,1.0
2012-09-09,371.5,2.8333333333333335,2012.0,9.0,9.0,11.5,6.0,1.0
2012-09-10,395.5,2.6666666666666665,2012.0,9.0,10.0,11.5,0.0,0.0
2012-09-11,419.5,2.4166666666666665,2012.0,9.0,11.0,11.5,1.0,0.0
2012-09-12,443.5,3.5,2012.0,9.0,12.0,11.5,2.0,0.0
2012-09-13,467.5,3.0,2012.0,9.0,13.0,11.5,3.0,0.0
2012-09-14,491.5,3.5,2012.0,9.0,14.0,11.5,4.0,0.0
2012-09-15,515.5,3.8333333333333335,2012.0,9.0,15.0,11.5,5.0,1.0
2012-09-16,539.5,2.9166666666666665,2012.0,9.0,16.0,11.5,6.0,1.0
2012-09-17,563.5,3.8333333333333335,2012.0,9.0,17.0,11.5,0.0,0.0
2012-09-18,587.5,7.833333333333333,2012.0,9.0,18.0,11.5,1.0,0.0
2012-09-19,611.5,6.583333333333333,2012.0,9.0,19.0,11.5,2.0,0.0
2012-09-20,635.5,3.5,2012.0,9.0,20.0,11.5,3.0,0.0
2012-09-21,659.5,3.75,2012.0,9.0,21.0,11.5,4.0,0.0
2012-09-22,683.5,3.25,2012.0,9.0,22.0,11.5,5.0,1.0
2012-09-23,707.5,4.25,2012.0,9.0,23.0,11.5,6.0,1.0
2012-09-24,731.5,6.75,2012.0,9.0,24.0,11.5,0.0,0.0
2012-09-25,755.5,6.666666666666667,2012.0,9.0,25.0,11.5,1.0,0.0
2012-09-26,779.5,4.916666666666667,2012.0,9.0,26.0,11.5,2.0,0.0
2012-09-27,803.5,4.333333333333333,2012.0,9.0,27.0,11.5,3.0,0.0
2012-09-28,827.5,3.25,2012.0,9.0,28.0,11.5,4.0,0.0
2012-09-29,851.5,2.5833333333333335,2012.0,9.0,29.0,11.5,5.0,1.0
2012-09-30,875.5,14.833333333333334,2012.0,9.0,30.0,11.5,6.0,1.0
2012-10-01,899.5,10.333333333333334,2012.0,10.0,1.0,11.5,0.0,0.0
2012-10-02,923.5,6.916666666666667,2012.0,10.0,2.0,11.5,1.0,0.0
2012-10-03,947.5,4.833333333333333,2012.0,10.0,3.0,11.5,2.0,0.0
2012-10-04,971.5,6.666666666666667,2012.0,10.0,4.0,11.5,3.0,0.0
2012-10-05,995.5,5.583333333333333,2012.0,10.0,5.0,11.5,4.0,0.0
2012-10-06,1019.5,4.916666666666667,2012.0,10.0,6.0,11.5,5.0,1.0
2012-10-07,1043.5,7.0,2012.0,10.0,7.0,11.5,6.0,1.0
2012-10-08,1067.5,17.25,2012.0,10.0,8.0,11.5,0.0,0.0
2012-10-09,1091.5,5.833333333333333,2012.0,10.0,9.0,11.5,1.0,0.0
2012-10-10,1115.5,14.25,2012.0,10.0,10.0,11.5,2.0,0.0
2012-10-11,1139.5,7.166666666666667,2012.0,10.0,11.0,11.5,3.0,0.0
2012-10-12,1163.5,7.416666666666667,2012.0,10.0,12.0,11.5,4.0,0.0
2012-10-13,1187.5,6.833333333333333,2012.0,10.0,13.0,11.5,5.0,1.0
2012-10-14,1211.5,13.75,2012.0,10.0,14.0,11.5,6.0,1.0
2012-10-15,1235.5,13.416666666666666,2012.0,10.0,15.0,11.5,0.0,0.0
2012-10-16,1259.5,14.416666666666666,2012.0,10.0,16.0,11.5,1.0,0.0
2012-10-17,1283.5,5.833333333333333,2012.0,10.0,17.0,11.5,2.0,0.0
2012-10-18,1307.5,12.166666666666666,2012.0,10.0,18.0,11.5,3.0,0.0
2012-10-19,1331.5,23.333333333333332,2012.0,10.0,19.0,11.5,4.0,0.0
2012-10-20,1355.5,17.333333333333332,2012.0,10.0,20.0,11.5,5.0,1.0
2012-10-21,1379.5,15.333333333333334,2012.0,10.0,21.0,11.5,6.0,1.0
2012-10-22,1403.5,15.916666666666666,2012.0,10.0,22.0,11.5,0.0,0.0
2012-10-23,1427.5,10.666666666666666,2012.0,10.0,23.0,11.5,1.0,0.0
2012-10-24,1451.5,9.583333333333334,2012.0,10.0,24.0,11.5,2.0,0.0
2012-10-25,1475.5,10.916666666666666,2012.0,10.0,25.0,11.5,3.0,0.0
2012-10-26,1499.5,9.666666666666666,2012.0,10.0,26.0,11.5,4.0,0.0
2012-10-27,1523.5,5.833333333333333,2012.0,10.0,27.0,11.5,5.0,1.0
2012-10-28,1547.5,10.666666666666666,2012.0,10.0,28.0,11.5,6.0,1.0
2012-10-29,1571.5,14.25,2012.0,10.0,29.0,11.5,0.0,0.0
2012-10-30,1595.5,14.916666666666666,2012.0,10.0,30.0,11.5,1.0,0.0
2012-10-31,1619.5,17.583333333333332,2012.0,10.0,31.0,11.5,2.0,0.0
2012-11-01,1643.5,12.666666666666666,2012.0,11.0,1.0,11.5,3.0,0.0
2012-11-02,1667.5,46.333333333333336,2012.0,11.0,2.0,11.5,4.0,0.0
2012-11-03,1691.5,24.333333333333332,2012.0,11.0,3.0,11.5,5.0,1.0
2012-11-04,1715.5,18.75,2012.0,11.0,4.0,11.5,6.0,1.0
2012-11-05,1739.5,28.25,2012.0,11.0,5.0,11.5,0.0,0.0
2012-11-06,1763.5,19.75,2012.0,11.0,6.0,11.5,1.0,0.0
2012-11-07,1787.5,13.916666666666666,2012.0,11.0,7.0,11.5,2.0,0.0
2012-11-08,1811.5,11.666666666666666,2012.0,11.0,8.0,11.5,3.0,0.0
2012-11-09,1835.5,14.5,2012.0,11.0,9.0,11.5,4.0,0.0
2012-11-10,1859.5,17.166666666666668,2012.0,11.0,10.0,11.5,5.0,1.0
2012-11-11,1883.5,31.583333333333332,2012.0,11.0,11.0,11.5,6.0,1.0
2012-11-12,1907.5,25.833333333333332,2012.0,11.0,12.0,11.5,0.0,0.0
2012-11-13,1931.5,15.25,2012.0,11.0,13.0,11.5,1.0,0.0
2012-11-14,1955.5,12.666666666666666,2012.0,11.0,14.0,11.5,2.0,0.0
2012-11-15,1979.5,14.833333333333334,2012.0,11.0,15.0,11.5,3.0,0.0
2012-11-16,2003.5,21.0,2012.0,11.0,16.0,11.5,4.0,0.0
2012-11-17,2027.5,11.666666666666666,2012.0,11.0,17.0,11.5,5.0,1.0
2012-11-18,2051.5,11.666666666666666,2012.0,11.0,18.0,11.5,6.0,1.0
2012-11-19,2075.5,13.166666666666666,2012.0,11.0,19.0,11.5,0.0,0.0
2012-11-20,2099.5,13.25,2012.0,11.0,20.0,11.5,1.0,0.0
2012-11-21,2123.5,15.583333333333334,2012.0,11.0,21.0,11.5,2.0,0.0
2012-11-22,2147.5,14.333333333333334,2012.0,11.0,22.0,11.5,3.0,0.0
2012-11-23,2171.5,10.666666666666666,2012.0,11.0,23.0,11.5,4.0,0.0
2012-11-24,2195.5,5.666666666666667,2012.0,11.0,24.0,11.5,5.0,1.0
2012-11-25,2219.5,7.166666666666667,2012.0,11.0,25.0,11.5,6.0,1.0
2012-11-26,2243.5,6.083333333333333,2012.0,11.0,26.0,11.5,0.0,0.0
2012-11-27,2267.5,14.916666666666666,2012.0,11.0,27.0,11.5,1.0,0.0
2012-11-28,2291.5,7.916666666666667,2012.0,11.0,28.0,11.5,2.0,0.0
2012-11-29,2315.5,6.916666666666667,2012.0,11.0,29.0,11.5,3.0,0.0
2012-11-30,2339.5,7.333333333333333,2012.0,11.0,30.0,11.5,4.0,0.0
2012-12-01,2363.5,8.75,2012.0,12.0,1.0,11.5,5.0,1.0
2012-12-02,2387.5,11.833333333333334,2012.0,12.0,2.0,11.5,6.0,1.0
2012-12-03,2411.5,16.75,2012.0,12.0,3.0,11.5,0.0,0.0
2012-12-04,2435.5,14.833333333333334,2012.0,12.0,4.0,11.5,1.0,0.0
2012-12-05,2459.5,10.166666666666666,2012.0,12.0,5.0,11.5,2.0,0.0
2012-12-06,2483.5,8.5,2012.0,12.0,6.0,11.5,3.0,0.0
2012-12-07,2507.5,20.333333333333332,2012.0,12.0,7.0,11.5,4.0,0.0
2012-12-08,2531.5,10.583333333333334,2012.0,12.0,8.0,11.5,5.0,1.0
2012-12-09,2555.5,8.75,2012.0,12.0,9.0,11.5,6.0,1.0
2012-12-10,2579.5,19.916666666666668,2012.0,12.0,10.0,11.5,0.0,0.0
2012-12-11,2603.5,24.833333333333332,2012.0,12.0,11.0,11.5,1.0,0.0
2012-12-12,2627.5,13.833333333333334,2012.0,12.0,12.0,11.5,2.0,0.0
2012-12-13,2651.5,16.5,2012.0,12.0,13.0,11.5,3.0,0.0
2012-12-14,2675.5,17.583333333333332,2012.0,12.0,14.0,11.5,4.0,0.0
2012-12-15,2699.5,9.916666666666666,2012.0,12.0,15.0,11.5,5.0,1.0
2012-12-16,2723.5,26.333333333333332,2012.0,12.0,16.0,11.5,6.0,1.0
2012-12-17,2747.5,21.916666666666668,2012.0,12.0,17.0,11.5,0.0,0.0
2012-12-18,2771.5,15.666666666666666,2012.0,12.0,18.0,11.5,1.0,0.0
2012-12-19,2795.5,14.583333333333334,2012.0,12.0,19.0,11.5,2.0,0.0
2012-12-20,2819.5,21.333333333333332,2012.0,12.0,20.0,11.5,3.0,0.0
2012-12-21,2843.5,20.583333333333332,2012.0,12.0,21.0,11.5,4.0,0.0
2012-12-22,2867.5,10.083333333333334,2012.0,12.0,22.0,11.5,5.0,1.0
2012-12-23,2891.5,17.416666666666668,2012.0,12.0,23.0,11.5,6.0,1.0
2012-12-24,2915.5,24.166666666666668,2012.0,12.0,24.0,11.5,0.0,0.0
2012-12-25,2939.5,15.666666666666666,2012.0,12.0,25.0,11.5,1.0,0.0
2012-12-26,2963.5,10.583333333333334,2012.0,12.0,26.0,11.5,2.0,0.0
2012-12-27,2987.5,12.083333333333334,2012.0,12.0,27.0,11.5,3.0,0.0
2012-12-28,3011.5,10.666666666666666,2012.0,12.0,28.0,11.5,4.0,0.0
2012-12-29,3035.5,12.666666666666666,2012.0,12.0,29.0,11.5,5.0,1.0
2012-12-30,3059.5,13.5,2012.0,12.0,30.0,11.5,6.0,1.0
2012-12-31,3083.5,25.75,2012.0,12.0,31.0,11.5,0.0,0.0
2013-01-01,3107.5,16.75,2013.0,1.0,1.0,11.5,1.0,0.0
2013-01-02,3131.5,12.166666666666666,2013.0,1.0,2.0,11.5,2.0,0.0
2013-01-03,3155.5,11.583333333333334,2013.0,1.0,3.0,11.5,3.0,0.0
2013-01-04,3179.5,23.5,2013.0,1.0,4.0,11.5,4.0,0.0
2013-01-05,3203.5,14.666666666666666,2013.0,1.0,5.0,11.5,5.0,1.0
2013-01-06,3227.5,7.416666666666667,2013.0,1.0,6.0,11.5,6.0,1.0
2013-01-07,3251.5,20.333333333333332,2013.0,1.0,7.0,11.5,0.0,0.0
2013-01-08,3275.5,15.083333333333334,2013.0,1.0,8.0,11.5,1.0,0.0
2013-01-09,3299.5,9.916666666666666,2013.0,1.0,9.0,11.5,2.0,0.0
2013-01-10,3323.5,9.166666666666666,2013.0,1.0,10.0,11.5,3.0,0.0
2013-01-11,3347.5,14.333333333333334,2013.0,1.0,11.0,11.5,4.0,0.0
2013-01-12,3371.5,9.25,2013.0,1.0,12.0,11.5,5.0,1.0
2013-01-13,3395.5,7.25,2013.0,1.0,13.0,11.5,6.0,1.0
2013-01-14,3419.5,10.916666666666666,2013.0,1.0,14.0,11.5,0.0,0.0
2013-01-15,3443.5,27.583333333333332,2013.0,1.0,15.0,11.5,1.0,0.0
2013-01-16,3467.5,26.083333333333332,2013.0,1.0,16.0,11.5,2.0,0.0
2013-01-17,3491.5,37.166666666666664,2013.0,1.0,17.0,11.5,3.0,0.0
2013-01-18,3515.5,30.916666666666668,2013.0,1.0,18.0,11.5,4.0,0.0
2013-01-19,3539.5,18.5,2013.0,1.0,19.0,11.5,5.0,1.0
2013-01-20,3563.5,17.083333333333332,2013.0,1.0,20.0,11.5,6.0,1.0
2013-01-21,3587.5,34.666666666666664,2013.0,1.0,21.0,11.5,0.0,0.0
2013-01-22,3611.5,29.916666666666668,2013.0,1.0,22.0,11.5,1.0,0.0
2013-01-23,3635.5,21.166666666666668,2013.0,1.0,23.0,11.5,2.0,0.0
2013-01-24,3659.5,21.0,2013.0,1.0,24.0,11.5,3.0,0.0
2013-01-25,3683.5,19.583333333333332,2013.0,1.0,25.0,11.5,4.0,0.0
2013-01-26,3707.5,13.083333333333334,2013.0,1.0,26.0,11.5,5.0,1.0
2013-01-27,3731.5,12.833333333333334,2013.0,1.0,27.0,11.5,6.0,1.0
2013-01-28,3755.5,18.416666666666668,2013.0,1.0,28.0,11.5,0.0,0.0
2013-01-29,3779.5,14.25,2013.0,1.0,29.0,11.5,1.0,0.0
2013-01-30,3803.5,21.166666666666668,2013.0,1.0,30.0,11.5,2.0,0.0
2013-01-31,3827.5,25.583333333333332,2013.0,1.0,31.0,11.5,3.0,0.0
2013-02-01,3851.5,19.333333333333332,2013.0,2.0,1.0,11.5,4.0,0.0
2013-02-02,3875.5,8.666666666666666,2013.0,2.0,2.0,11.5,5.0,1.0
2013-02-03,3899.5,8.666666666666666,2013.0,2.0,3.0,11.5,6.0,1.0
2013-02-04,3923.5,16.333333333333332,2013.0,2.0,4.0,11.5,0.0,0.0
2013-02-05,3947.5,17.75,2013.0,2.0,5.0,11.5,1.0,0.0
2013-02-06,3971.5,22.416666666666668,2013.0,2.0,6.0,11.5,2.0,0.0
2013-02-07,3995.5,15.833333333333334,2013.0,2.0,7.0,11.5,3.0,0.0
2013-02-08,4019.5,17.666666666666668,2013.0,2.0,8.0,11.5,4.0,0.0
2013-02-09,4043.5,18.25,2013.0,2.0,9.0,11.5,5.0,1.0
2013-02-10,4067.5,14.083333333333334,2013.0,2.0,10.0,11.5,6.0,1.0
2013-02-11,4091.5,23.416666666666668,2013.0,2.0,11.0,11.5,0.0,0.0
2013-02-12,4115.5,20.416666666666668,2013.0,2.0,12.0,11.5,1.0,0.0
2013-02-13,4139.5,17.333333333333332,2013.0,2.0,13.0,11.5,2.0,0.0
2013-02-14,4163.5,20.583333333333332,2013.0,2.0,14.0,11.5,3.0,0.0
2013-02-15,4187.5,28.666666666666668,2013.0,2.0,15.0,11.5,4.0,0.0
2013-02-16,4211.5,13.583333333333334,2013.0,2.0,16.0,11.5,5.0,1.0
2013-02-17,4235.5,10.5,2013.0,2.0,17.0,11.5,6.0,1.0
2013-02-18,4259.5,36.5,2013.0,2.0,18.0,11.5,0.0,0.0
2013-02-19,4283.5,27.916666666666668,2013.0,2.0,19.0,11.5,1.0,0.0
2013-02-20,4307.5,19.833333333333332,2013.0,2.0,20.0,11.5,2.0,0.0
2013-02-21,4331.5,17.5,2013.0,2.0,21.0,11.5,3.0,0.0
2013-02-22,4355.5,46.75,2013.0,2.0,22.0,11.5,4.0,0.0
2013-02-23,4379.5,40.416666666666664,2013.0,2.0,23.0,11.5,5.0,1.0
2013-02-24,4403.5,23.916666666666668,2013.0,2.0,24.0,11.5,6.0,1.0
2013-02-25,4427.5,35.666666666666664,2013.0,2.0,25.0,11.5,0.0,0.0
2013-02-26,4451.5,32.833333333333336,2013.0,2.0,26.0,11.5,1.0,0.0
2013-02-27,4475.5,27.166666666666668,2013.0,2.0,27.0,11.5,2.0,0.0
2013-02-28,4499.5,19.333333333333332,2013.0,2.0,28.0,11.5,3.0,0.0
2013-03-01,4523.5,31.166666666666668,2013.0,3.0,1.0,11.5,4.0,0.0
2013-03-02,4547.5,30.416666666666668,2013.0,3.0,2.0,11.5,5.0,1.0
2013-03-03,4571.5,15.5,2013.0,3.0,3.0,11.5,6.0,1.0
2013-03-04,4595.5,32.666666666666664,2013.0,3.0,4.0,11.5,0.0,0.0
2013-03-05,4619.5,31.75,2013.0,3.0,5.0,11.5,1.0,0.0
2013-03-06,4643.5,22.75,2013.0,3.0,6.0,11.5,2.0,0.0
2013-03-07,4667.5,24.25,2013.0,3.0,7.0,11.5,3.0,0.0
2013-03-08,4691.5,37.75,2013.0,3.0,8.0,11.5,4.0,0.0
2013-03-09,4715.5,16.666666666666668,2013.0,3.0,9.0,11.5,5.0,1.0
2013-03-10,4739.5,16.25,2013.0,3.0,10.0,11.5,6.0,1.0
2013-03-11,4763.5,21.916666666666668,2013.0,3.0,11.0,11.5,0.0,0.0
2013-03-12,4787.5,22.083333333333332,2013.0,3.0,12.0,11.5,1.0,0.0
2013-03-13,4811.5,21.25,2013.0,3.0,13.0,11.5,2.0,0.0
2013-03-14,4835.5,22.25,2013.0,3.0,14.0,11.5,3.0,0.0
2013-03-15,4859.5,22.333333333333332,2013.0,3.0,15.0,11.5,4.0,0.0
2013-03-16,4883.5,14.416666666666666,2013.0,3.0,16.0,11.5,5.0,1.0
2013-03-17,4907.5,15.0,2013.0,3.0,17.0,11.5,6.0,1.0
2013-03-18,4931.5,24.583333333333332,2013.0,3.0,18.0,11.5,0.0,0.0
2013-03-19,4955.5,15.583333333333334,2013.0,3.0,19.0,11.5,1.0,0.0
2013-03-20,4979.5,12.166666666666666,2013.0,3.0,20.0,11.5,2.0,0.0
2013-03-21,5003.5,30.083333333333332,2013.0,3.0,21.0,11.5,3.0,0.0
2013-03-22,5027.5,46.333333333333336,2013.0,3.0,22.0,11.5,4.0,0.0
2013-03-23,5051.5,19.0,2013.0,3.0,23.0,11.5,5.0,1.0
2013-03-24,5075.5,23.166666666666668,2013.0,3.0,24.0,11.5,6.0,1.0
2013-03-25,5099.5,31.666666666666668,2013.0,3.0,25.0,11.5,0.0,0.0
2013-03-26,5123.5,26.75,2013.0,3.0,26.0,11.5,1.0,0.0
2013-03-27,5147.5,15.916666666666666,2013.0,3.0,27.0,11.5,2.0,0.0
2013-03-28,5171.5,24.833333333333332,2013.0,3.0,28.0,11.5,3.0,0.0
2013-03-29,5195.5,29.75,2013.0,3.0,29.0,11.5,4.0,0.0
2013-03-30,5219.5,17.5,2013.0,3.0,30.0,11.5,5.0,1.0
2013-03-31,5243.5,15.5,2013.0,3.0,31.0,11.5,6.0,1.0
2013-04-01,5267.5,25.083333333333332,2013.0,4.0,1.0,11.5,0.0,0.0
2013-04-02,5291.5,40.333333333333336,2013.0,4.0,2.0,11.5,1.0,0.0
2013-04-03,5315.5,33.083333333333336,2013.0,4.0,3.0,11.5,2.0,0.0
2013-04-04,5339.5,35.583333333333336,2013.0,4.0,4.0,11.5,3.0,0.0
2013-04-05,5363.5,36.75,2013.0,4.0,5.0,11.5,4.0,0.0
2013-04-06,5387.5,19.666666666666668,2013.0,4.0,6.0,11.5,5.0,1.0
2013-04-07,5411.5,14.083333333333334,2013.0,4.0,7.0,11.5,6.0,1.0
2013-04-08,5435.5,37.416666666666664,2013.0,4.0,8.0,11.5,0.0,0.0
2013-04-09,5459.5,36.416666666666664,2013.0,4.0,9.0,11.5,1.0,0.0
2013-04-10,5483.5,27.833333333333332,2013.0,4.0,10.0,11.5,2.0,0.0
2013-04-11,5507.5,35.333333333333336,2013.0,4.0,11.0,11.5,3.0,0.0
2013-04-12,5531.5,35.5,2013.0,4.0,12.0,11.5,4.0,0.0
2013-04-13,5555.5,33.0,2013.0,4.0,13.0,11.5,5.0,1.0
2013-04-14,5579.5,24.25,2013.0,4.0,14.0,11.5,6.0,1.0
2013-04-15,5603.5,33.0,2013.0,4.0,15.0,11.5,0.0,0.0
2013-04-16,5627.5,45.5,2013.0,4.0,16.0,11.5,1.0,0.0
2013-04-17,5651.5,41.083333333333336,2013.0,4.0,17.0,11.5,2.0,0.0
2013-04-18,5675.5,40.0,2013.0,4.0,18.0,11.5,3.0,0.0
2013-04-19,5699.5,37.0,2013.0,4.0,19.0,11.5,4.0,0.0
2013-04-20,5723.5,26.583333333333332,2013.0,4.0,20.0,11.5,5.0,1.0
2013-04-21,5747.5,23.083333333333332,2013.0,4.0,21.0,11.5,6.0,1.0
2013-04-22,5771.5,53.833333333333336,2013.0,4.0,22.0,11.5,0.0,0.0
2013-04-23,5795.5,55.166666666666664,2013.0,4.0,23.0,11.5,1.0,0.0
2013-04-24,5819.5,45.583333333333336,2013.0,4.0,24.0,11.5,2.0,0.0
2013-04-25,5843.5,40.916666666666664,2013.0,4.0,25.0,11.5,3.0,0.0
2013-04-26,5867.5,37.333333333333336,2013.0,4.0,26.0,11.5,4.0,0.0
2013-04-27,5891.5,20.583333333333332,2013.0,4.0,27.0,11.5,5.0,1.0
2013-04-28,5915.5,19.333333333333332,2013.0,4.0,28.0,11.5,6.0,1.0
2013-04-29,5939.5,33.333333333333336,2013.0,4.0,29.0,11.5,0.0,0.0
2013-04-30,5963.5,45.5,2013.0,4.0,30.0,11.5,1.0,0.0
2013-05-01,5987.5,39.5,2013.0,5.0,1.0,11.5,2.0,0.0
2013-05-02,6011.5,81.25,2013.0,5.0,2.0,11.5,3.0,0.0
2013-05-03,6035.5,45.333333333333336,2013.0,5.0,3.0,11.5,4.0,0.0
2013-05-04,6059.5,26.666666666666668,2013.0,5.0,4.0,11.5,5.0,1.0
